 Graph generated in 0 seconds
==========================================================
 ------ Executing Edmonds Karp 10 times ------ 
 ------ Source = 0, Sink =  4213
 ------ Maximum flow EK:  205
####### 8.441160917282104 seconds to execute #######
####### 9 seconds Edmonds_Karp 1 total
____________________________________
 ------ Source = 0, Sink =  4213
 ------ Maximum flow EK:  205
####### 8.438210010528564 seconds to execute #######
####### 9 seconds Edmonds_Karp 2 total
____________________________________
 ------ Source = 0, Sink =  4213
 ------ Maximum flow EK:  205
####### 8.415111064910889 seconds to execute #######
####### 9 seconds Edmonds_Karp 3 total
____________________________________
 ------ Source = 0, Sink =  4213
 ------ Maximum flow EK:  205
####### 8.424654722213745 seconds to execute #######
####### 9 seconds Edmonds_Karp 4 total
____________________________________
 ------ Source = 0, Sink =  4213
 ------ Maximum flow EK:  205
####### 8.430915832519531 seconds to execute #######
####### 9 seconds Edmonds_Karp 5 total
____________________________________
 ------ Source = 0, Sink =  4213
 ------ Maximum flow EK:  205
####### 8.411375045776367 seconds to execute #######
####### 9 seconds Edmonds_Karp 6 total
____________________________________
 ------ Source = 0, Sink =  4213
 ------ Maximum flow EK:  205
####### 8.410737991333008 seconds to execute #######
####### 9 seconds Edmonds_Karp 7 total
____________________________________
 ------ Source = 0, Sink =  4213
 ------ Maximum flow EK:  205
####### 8.395733118057251 seconds to execute #######
####### 9 seconds Edmonds_Karp 8 total
____________________________________
 ------ Source = 0, Sink =  4213
 ------ Maximum flow EK:  205
####### 8.397928953170776 seconds to execute #######
####### 9 seconds Edmonds_Karp 9 total
____________________________________
 ------ Source = 0, Sink =  4213
 ------ Maximum flow EK:  205
####### 8.398682832717896 seconds to execute #######
####### 9 seconds Edmonds_Karp 10 total
____________________________________
==========================================================
 ------ Executing Dinic 10 times ------ 
 ------ Source = 0, Sink =  4213
 ------ Maximum flow Dinic:  205
####### 0.051522016525268555 seconds to execute #######
####### 0 seconds Dinic 1 total
____________________________________
 ------ Source = 0, Sink =  4213
 ------ Maximum flow Dinic:  205
####### 0.05368614196777344 seconds to execute #######
####### 0 seconds Dinic 2 total
____________________________________
 ------ Source = 0, Sink =  4213
 ------ Maximum flow Dinic:  205
